runIndex,seed,topologyHash,category,parameterName,value,unit,status,collectionMethod,interpretation,algorithmApplicability
9,2008,"42479BBF","Quantitativo","uniqueModules","21","contagem","Medido","Contagem de categorias logicas e prefabs usados na leitura/instanciacao do resultado.","Indica variedade basica de composicao.","O algoritmo varia forma do caminho; variedade modular depende da biblioteca e da camada de instanciacao."
9,2008,"42479BBF","Quantitativo","navigableVolumeRatio","100%","%","Estimado sem NavMesh","Estimativa logica de celulas abertas antes de NavMesh.","Use como estimativa inicial, nao como validacao fisica final.","Proxy logico; deve ser confirmado com NavMesh/colisao em uma validacao fisica."
9,2008,"42479BBF","Quantitativo","criticalPathLength","35.305","metros","Medido","Maior distancia no grafo extraido a partir do componente inicial.","Aproxima o percurso principal inicio-objetivo.","Pode gerar caminho longo por caminhada sinuosa, mas nao controla pacing ou progressao de missao sozinho."
9,2008,"42479BBF","Quantitativo","avgAlternativePathLength","0","metros","Medido","Media de conexoes marcadas como ciclos emergentes entre componentes.","Nao houve caminho alternativo nesta execucao.","Loops podem emergir por auto-interseccao do passeio, mas nao sao garantidos por planejamento global."
9,2008,"42479BBF","Booleano","SupportsRandomEnemySpawns","Sim, testado","sim/nao","Suportado","Parametro medido sobre a saida do Drunkard Walk puro.","Sistema configurado e com orcamento ativo.","Spawns usam regioes escavadas; balanceamento nao e propriedade nativa do Drunkard Walk."
9,2008,"42479BBF","Booleano","SupportsLootDistribution","Sim, testado","sim/nao","Suportado","Parametro medido sobre a saida do Drunkard Walk puro.","Sistema configurado e com orcamento ativo.","Loot pode ser colocado nas regioes escavadas, mas progressao por risco depende de outra camada."
9,2008,"42479BBF","Booleano","SupportsTraps","Sim, testado","sim/nao","Suportado","Parametro medido sobre a saida do Drunkard Walk puro.","Sistema configurado e com orcamento ativo.","Armadilhas podem usar celulas escavadas/gargalos, mas sem semantica global nativa."
9,2008,"42479BBF","Booleano","SupportsBacktrackingLoops","Nao","sim/nao","Medido","Parametro medido sobre a saida do Drunkard Walk puro.","Parametro atendido somente quando as conexoes emergentes formam ciclos no grafo extraido.","Loops podem aparecer por auto-interseccao, mas nao ha garantia de ciclo jogavel em toda seed."
9,2008,"42479BBF","Booleano","SupportsVerticalConnectors","Sim","sim/nao","Medido","Conta execucoes em que o passeio vertical escavou celulas alinhadas entre pavimentos.","Parametro atendido apenas se o proprio caminhante puder subir/descer e produzir alinhamentos entre pavimentos.","Possivel apenas na extensao multiandar em que o proprio caminhante faz passos verticais."
9,2008,"42479BBF","Booleano","SupportsMultiFloor","Sim","sim/nao","Medido","Conta execucoes com mais de um pavimento e pelo menos uma conexao vertical inferida do proprio passeio.","Parametro atendido quando existe conexao vertical inferida do passeio multiandar.","Drunkard Walk 2D puro nao e multiandar; o passeio 3D continua puro, mas deve ser relatado como extensao volumetrica."
9,2008,"42479BBF","Booleano","SupportsBossArena","Sim","sim/nao","Medido","Parametro medido sobre a saida do Drunkard Walk puro.","Existe ao menos uma sala grande o suficiente.","Areas grandes podem surgir por stamps ou sobreposicao de passos, mas nao sao arenas semanticamente planejadas."
9,2008,"42479BBF","Booleano","SeedReproducible","Sim","sim/nao","Medido","Parametro medido sobre a saida do Drunkard Walk puro.","A seed reproduziu a mesma topologia.","Resultado reproduzivel quando o passeio usa a mesma seed."
9,2008,"42479BBF","Booleano","RuntimeRegeneration","Sim","sim/nao","Medido","Parametro medido sobre a saida do Drunkard Walk puro.","Tempo registrado: 49.026 ms.","Custo cresce com tamanho do grid, quantidade de passos, caminhantes e raio de escavacao."
9,2008,"42479BBF","Booleano","BudgetAwareSpawns","Sim","sim/nao","Suportado","Parametro medido sobre a saida do Drunkard Walk puro.","Orcamentos registrados: inimigos 10, loot 6, armadilhas 4.","Orcamento e aplicado apos a geracao, sobre celulas livres extraidas."
9,2008,"42479BBF","Qualitativo","Replayability","5/5","Likert 1-5","Estimado automaticamente","Parametro medido sobre a saida do Drunkard Walk puro.","Diversidade topologica: 100%.","Alta variacao de percurso entre seeds e esperada."
9,2008,"42479BBF","Qualitativo","Debuggability","5/5","Likert 1-5","Estimado automaticamente","Parametro medido sobre a saida do Drunkard Walk puro.","Drunkard Walk e reproduzivel e simples de depurar, pois o caminho do caminhante explica diretamente a area escavada.","O caminho do caminhante e facil de repetir e inspecionar, mas metricas ajudam a quantificar sinuosidade e loops."
9,2008,"42479BBF","Qualitativo","Flow","2/5","Likert 1-5","Estimado automaticamente","Parametro medido sobre a saida do Drunkard Walk puro.","Indica fluidez de navegacao esperada.","Fluxo tende a ser continuo, mas pode ficar sinuoso demais ou pouco ramificado."
9,2008,"42479BBF","Qualitativo","Legibility","4/5","Likert 1-5","Estimado automaticamente","Parametro medido sobre a saida do Drunkard Walk puro.","A legibilidade depende do equilibrio entre corredor escavado, areas abertas e excesso de sinuosidade.","Corredores escavados podem ser claros, mas excesso de curvas reduz orientacao."
9,2008,"42479BBF","Qualitativo","StructuralVariety","2/5","Likert 1-5","Estimado automaticamente","Parametro medido sobre a saida do Drunkard Walk puro.","Indica variedade estrutural dentro desta execucao.","Boa variedade de trajetos; menor controle sobre categorias semanticas de sala."
9,2008,"42479BBF","Performance","layoutGenerationMilliseconds","9.564","ms","Medido","Tempo para executar caminhantes, escavar celulas e extrair componentes.","Representa o custo algoritmico principal.","Inclui passeio aleatorio, escavacao e extracao de componentes."
9,2008,"42479BBF","Performance","geometryInstantiationMilliseconds","38.163","ms","Medido","Parametro medido sobre a saida do Drunkard Walk puro.","A execucao incluiu custo visual.","Custo visual depende dos prefabs/Unity, nao do Drunkard Walk puro."
9,2008,"42479BBF","Performance","metricsCalculationMilliseconds","1.297","ms","Medido","Parametro medido sobre a saida do Drunkard Walk puro.","Ajuda a quantificar custo da instrumentacao.","Custo da instrumentacao, nao do algoritmo."
9,2008,"42479BBF","Performance","totalGenerationMilliseconds","49.026","ms","Medido","Parametro medido sobre a saida do Drunkard Walk puro.","Inclui layout, instanciacao visual habilitada e calculo de metricas.","Inclui layout, instanciacao visual e metricas; compare junto do tempo logico."
9,2008,"42479BBF","Performance","generatedGameObjectCount","3220","contagem","Medido","Parametro medido sobre a saida do Drunkard Walk puro.","Indica peso potencial de instanciacao no Unity.","Reflete peso da montagem visual das celulas abertas."
9,2008,"42479BBF","Performance","occupiedCellCount","2460","contagem","Medido","Parametro medido sobre a saida do Drunkard Walk puro.","Proxy de escala espacial da dungeon.","Proxy do volume escavado pelo Drunkard Walk."
9,2008,"42479BBF","Performance","connectionCount","2","contagem","Medido","Quantidade de conexoes inferidas por gargalos/passagens ou passos verticais.","Proxy de complexidade topologica.","Conexoes sao inferidas apos a geracao; o algoritmo nativo e um passeio, nao um grafo explicito."
9,2008,"42479BBF","Performance","managedMemoryDeltaKB","7516","KB","Estimado","Parametro medido sobre a saida do Drunkard Walk puro.","Valor aproximado, sensivel a GC e ao estado do Editor.","Estimativa sujeita ao GC da Unity; use como indicio comparativo."
10,2009,"9FE48A5C","Quantitativo","numRoomsTarget","2","contagem","Medido","Extracao de componentes abertos e densos apos a escavacao dos caminhantes.","Tamanho estrutural da dungeon nesta execucao.","Drunkard Walk nao cria salas planejadas; regioes amplas aparecem quando o passeio se auto-intersecta ou recebe stamps locais."
10,2009,"9FE48A5C","Quantitativo","connectivityRatio","100%","%","Medido","Busca no grafo extraido de componentes escavados; nenhuma conexao artificial e criada.","Mostra se as regioes escavadas permaneceram conectadas sem flood-fill reparador, BSP, grafo-guia ou abertura posterior de tuneis.","Com caminhantes reiniciando apenas em celulas ja escavadas, a tendencia e conectividade alta; se falhar, e limitacao da extracao ou da variante multiandar."
10,2009,"9FE48A5C","Quantitativo","verticalVariance","2","metros","Medido","Desvio padrao das alturas dos componentes extraidos do volume escavado.","Ha variacao vertical mensuravel entre salas.","Verticalidade so aparece quando a opcao multiandar permite passos verticais do proprio caminhante."
10,2009,"9FE48A5C","Quantitativo","fillPercentage","30.04%","%","Medido","Celulas escavadas pelos caminhantes divididas pelo total do volume.","Indica densidade espacial da dungeon.","Densidade e controlada por meta de preenchimento, passos maximos, raio do pincel e stamps de sala."
10,2009,"9FE48A5C","Quantitativo","branchFactor","1","media","Medido","Media de conexoes entre componentes extraidos por passagens estreitas geradas pelo passeio.","Layout mais linear, com poucas bifurcacoes.","Ramificacao emerge de reinicios em celulas ja escavadas e mudancas de direcao, nao de um grafo explicito."
10,2009,"9FE48A5C","Quantitativo","avgPathLength","8.472","metros","Medido","Distancias no grafo extraido do resultado do passeio aleatorio.","Distancia media a partir da sala inicial.","Caminhos sao medidos depois da extracao; o passeio nao escolhe objetivo final semanticamente."
10,2009,"9FE48A5C","Quantitativo","uniqueModules","17","contagem","Medido","Contagem de categorias logicas e prefabs usados na leitura/instanciacao do resultado.","Indica variedade basica de composicao.","O algoritmo varia forma do caminho; variedade modular depende da biblioteca e da camada de instanciacao."
10,2009,"9FE48A5C","Quantitativo","navigableVolumeRatio","100%","%","Estimado sem NavMesh","Estimativa logica de celulas abertas antes de NavMesh.","Use como estimativa inicial, nao como validacao fisica final.","Proxy logico; deve ser confirmado com NavMesh/colisao em uma validacao fisica."
10,2009,"9FE48A5C","Quantitativo","criticalPathLength","8.472","metros","Medido","Maior distancia no grafo extraido a partir do componente inicial.","Aproxima o percurso principal inicio-objetivo.","Pode gerar caminho longo por caminhada sinuosa, mas nao controla pacing ou progressao de missao sozinho."
10,2009,"9FE48A5C","Quantitativo","avgAlternativePathLength","0","metros","Medido","Media de conexoes marcadas como ciclos emergentes entre componentes.","Nao houve caminho alternativo nesta execucao.","Loops podem emergir por auto-interseccao do passeio, mas nao sao garantidos por planejamento global."
10,2009,"9FE48A5C","Booleano","SupportsRandomEnemySpawns","Sim, testado","sim/nao","Suportado","Parametro medido sobre a saida do Drunkard Walk puro.","Sistema configurado e com orcamento ativo.","Spawns usam regioes escavadas; balanceamento nao e propriedade nativa do Drunkard Walk."
10,2009,"9FE48A5C","Booleano","SupportsLootDistribution","Sim, testado","sim/nao","Suportado","Parametro medido sobre a saida do Drunkard Walk puro.","Sistema configurado e com orcamento ativo.","Loot pode ser colocado nas regioes escavadas, mas progressao por risco depende de outra camada."
10,2009,"9FE48A5C","Booleano","SupportsTraps","Sim, testado","sim/nao","Suportado","Parametro medido sobre a saida do Drunkard Walk puro.","Sistema configurado e com orcamento ativo.","Armadilhas podem usar celulas escavadas/gargalos, mas sem semantica global nativa."
10,2009,"9FE48A5C","Booleano","SupportsBacktrackingLoops","Nao","sim/nao","Medido","Parametro medido sobre a saida do Drunkard Walk puro.","Parametro atendido somente quando as conexoes emergentes formam ciclos no grafo extraido.","Loops podem aparecer por auto-interseccao, mas nao ha garantia de ciclo jogavel em toda seed."
10,2009,"9FE48A5C","Booleano","SupportsVerticalConnectors","Sim","sim/nao","Medido","Conta execucoes em que o passeio vertical escavou celulas alinhadas entre pavimentos.","Parametro atendido apenas se o proprio caminhante puder subir/descer e produzir alinhamentos entre pavimentos.","Possivel apenas na extensao multiandar em que o proprio caminhante faz passos verticais."
10,2009,"9FE48A5C","Booleano","SupportsMultiFloor","Sim","sim/nao","Medido","Conta execucoes com mais de um pavimento e pelo menos uma conexao vertical inferida do proprio passeio.","Parametro atendido quando existe conexao vertical inferida do passeio multiandar.","Drunkard Walk 2D puro nao e multiandar; o passeio 3D continua puro, mas deve ser relatado como extensao volumetrica."
10,2009,"9FE48A5C","Booleano","SupportsBossArena","Sim","sim/nao","Medido","Parametro medido sobre a saida do Drunkard Walk puro.","Existe ao menos uma sala grande o suficiente.","Areas grandes podem surgir por stamps ou sobreposicao de passos, mas nao sao arenas semanticamente planejadas."
10,2009,"9FE48A5C","Booleano","SeedReproducible","Sim","sim/nao","Medido","Parametro medido sobre a saida do Drunkard Walk puro.","A seed reproduziu a mesma topologia.","Resultado reproduzivel quando o passeio usa a mesma seed."
10,2009,"9FE48A5C","Booleano","RuntimeRegeneration","Sim","sim/nao","Medido","Parametro medido sobre a saida do Drunkard Walk puro.","Tempo registrado: 50.895 ms.","Custo cresce com tamanho do grid, quantidade de passos, caminhantes e raio de escavacao."
10,2009,"9FE48A5C","Booleano","BudgetAwareSpawns","Sim","sim/nao","Suportado","Parametro medido sobre a saida do Drunkard Walk puro.","Orcamentos registrados: inimigos 10, loot 6, armadilhas 4.","Orcamento e aplicado apos a geracao, sobre celulas livres extraidas."
10,2009,"9FE48A5C","Qualitativo","Replayability","5/5","Likert 1-5","Estimado automaticamente","Parametro medido sobre a saida do Drunkard Walk puro.","Diversidade topologica: 100%.","Alta variacao de percurso entre seeds e esperada."
10,2009,"9FE48A5C","Qualitativo","Debuggability","5/5","Likert 1-5","Estimado automaticamente","Parametro medido sobre a saida do Drunkard Walk puro.","Drunkard Walk e reproduzivel e simples de depurar, pois o caminho do caminhante explica diretamente a area escavada.","O caminho do caminhante e facil de repetir e inspecionar, mas metricas ajudam a quantificar sinuosidade e loops."
10,2009,"9FE48A5C","Qualitativo","Flow","4/5","Likert 1-5","Estimado automaticamente","Parametro medido sobre a saida do Drunkard Walk puro.","Indica fluidez de navegacao esperada.","Fluxo tende a ser continuo, mas pode ficar sinuoso demais ou pouco ramificado."
10,2009,"9FE48A5C","Qualitativo","Legibility","5/5","Likert 1-5","Estimado automaticamente","Parametro medido sobre a saida do Drunkard Walk puro.","A legibilidade depende do equilibrio entre corredor escavado, areas abertas e excesso de sinuosidade.","Corredores escavados podem ser claros, mas excesso de curvas reduz orientacao."
10,2009,"9FE48A5C","Qualitativo","StructuralVariety","2/5","Likert 1-5","Estimado automaticamente","Parametro medido sobre a saida do Drunkard Walk puro.","Indica variedade estrutural dentro desta execucao.","Boa variedade de trajetos; menor controle sobre categorias semanticas de sala."
10,2009,"9FE48A5C","Performance","layoutGenerationMilliseconds","9.842","ms","Medido","Tempo para executar caminhantes, escavar celulas e extrair componentes.","Representa o custo algoritmico principal.","Inclui passeio aleatorio, escavacao e extracao de componentes."
10,2009,"9FE48A5C","Performance","geometryInstantiationMilliseconds","39.748","ms","Medido","Parametro medido sobre a saida do Drunkard Walk puro.","A execucao incluiu custo visual.","Custo visual depende dos prefabs/Unity, nao do Drunkard Walk puro."
10,2009,"9FE48A5C","Performance","metricsCalculationMilliseconds","1.303","ms","Medido","Parametro medido sobre a saida do Drunkard Walk puro.","Ajuda a quantificar custo da instrumentacao.","Custo da instrumentacao, nao do algoritmo."
10,2009,"9FE48A5C","Performance","totalGenerationMilliseconds","50.895","ms","Medido","Parametro medido sobre a saida do Drunkard Walk puro.","Inclui layout, instanciacao visual habilitada e calculo de metricas.","Inclui layout, instanciacao visual e metricas; compare junto do tempo logico."
10,2009,"9FE48A5C","Performance","generatedGameObjectCount","3235","contagem","Medido","Parametro medido sobre a saida do Drunkard Walk puro.","Indica peso potencial de instanciacao no Unity.","Reflete peso da montagem visual das celulas abertas."
10,2009,"9FE48A5C","Performance","occupiedCellCount","2461","contagem","Medido","Parametro medido sobre a saida do Drunkard Walk puro.","Proxy de escala espacial da dungeon.","Proxy do volume escavado pelo Drunkard Walk."
10,2009,"9FE48A5C","Performance","connectionCount","1","contagem","Medido","Quantidade de conexoes inferidas por gargalos/passagens ou passos verticais.","Proxy de complexidade topologica.","Conexoes sao inferidas apos a geracao; o algoritmo nativo e um passeio, nao um grafo explicito."
10,2009,"9FE48A5C","Performance","managedMemoryDeltaKB","7624","KB","Estimado","Parametro medido sobre a saida do Drunkard Walk puro.","Valor aproximado, sensivel a GC e ao estado do Editor.","Estimativa sujeita ao GC da Unity; use como indicio comparativo."
11,2010,"FEFF574D","Quantitativo","numRoomsTarget","3","contagem","Medido","Extracao de componentes abertos e densos apos a escavacao dos caminhantes.","Tamanho estrutural da dungeon nesta execucao.","Drunkard Walk nao cria salas planejadas; regioes amplas aparecem quando o passeio se auto-intersecta ou recebe stamps locais."
11,2010,"FEFF574D","Quantitativo","connectivityRatio","100%","%","Medido","Busca no grafo extraido de componentes escavados; nenhuma conexao artificial e criada.","Mostra se as regioes escavadas permaneceram conectadas sem flood-fill reparador, BSP, grafo-guia ou abertura posterior de tuneis.","Com caminhantes reiniciando apenas em celulas ja escavadas, a tendencia e conectividade alta; se falhar, e limitacao da extracao ou da variante multiandar."
11,2010,"FEFF574D","Quantitativo","verticalVariance","1.886","metros","Medido","Desvio padrao das alturas dos componentes extraidos do volume escavado.","Ha variacao vertical mensuravel entre salas.","Verticalidade so aparece quando a opcao multiandar permite passos verticais do proprio caminhante."
11,2010,"FEFF574D","Quantitativo","fillPercentage","30.03%","%","Medido","Celulas escavadas pelos caminhantes divididas pelo total do volume.","Indica densidade espacial da dungeon.","Densidade e controlada por meta de preenchimento, passos maximos, raio do pincel e stamps de sala."
11,2010,"FEFF574D","Quantitativo","branchFactor","1.333","media","Medido","Media de conexoes entre componentes extraidos por passagens estreitas geradas pelo passeio.","Layout mais linear, com poucas bifurcacoes.","Ramificacao emerge de reinicios em celulas ja escavadas e mudancas de direcao, nao de um grafo explicito."
11,2010,"FEFF574D","Quantitativo","avgPathLength","37.616","metros","Medido","Distancias no grafo extraido do resultado do passeio aleatorio.","Distancia media a partir da sala inicial.","Caminhos sao medidos depois da extracao; o passeio nao escolhe objetivo final semanticamente."
11,2010,"FEFF574D","Quantitativo","uniqueModules","19","contagem","Medido","Contagem de categorias logicas e prefabs usados na leitura/instanciacao do resultado.","Indica variedade basica de composicao.","O algoritmo varia forma do caminho; variedade modular depende da biblioteca e da camada de instanciacao."
11,2010,"FEFF574D","Quantitativo","navigableVolumeRatio","100%","%","Estimado sem NavMesh","Estimativa logica de celulas abertas antes de NavMesh.","Use como estimativa inicial, nao como validacao fisica final.","Proxy logico; deve ser confirmado com NavMesh/colisao em uma validacao fisica."
11,2010,"FEFF574D","Quantitativo","criticalPathLength","56","metros","Medido","Maior distancia no grafo extraido a partir do componente inicial.","Aproxima o percurso principal inicio-objetivo.","Pode gerar caminho longo por caminhada sinuosa, mas nao controla pacing ou progressao de missao sozinho."
11,2010,"FEFF574D","Quantitativo","avgAlternativePathLength","0","metros","Medido","Media de conexoes marcadas como ciclos emergentes entre componentes.","Nao houve caminho alternativo nesta execucao.","Loops podem emergir por auto-interseccao do passeio, mas nao sao garantidos por planejamento global."
11,2010,"FEFF574D","Booleano","SupportsRandomEnemySpawns","Sim, testado","sim/nao","Suportado","Parametro medido sobre a saida do Drunkard Walk puro.","Sistema configurado e com orcamento ativo.","Spawns usam regioes escavadas; balanceamento nao e propriedade nativa do Drunkard Walk."
11,2010,"FEFF574D","Booleano","SupportsLootDistribution","Sim, testado","sim/nao","Suportado","Parametro medido sobre a saida do Drunkard Walk puro.","Sistema configurado e com orcamento ativo.","Loot pode ser colocado nas regioes escavadas, mas progressao por risco depende de outra camada."
11,2010,"FEFF574D","Booleano","SupportsTraps","Sim, testado","sim/nao","Suportado","Parametro medido sobre a saida do Drunkard Walk puro.","Sistema configurado e com orcamento ativo.","Armadilhas podem usar celulas escavadas/gargalos, mas sem semantica global nativa."
11,2010,"FEFF574D","Booleano","SupportsBacktrackingLoops","Nao","sim/nao","Medido","Parametro medido sobre a saida do Drunkard Walk puro.","Parametro atendido somente quando as conexoes emergentes formam ciclos no grafo extraido.","Loops podem aparecer por auto-interseccao, mas nao ha garantia de ciclo jogavel em toda seed."
11,2010,"FEFF574D","Booleano","SupportsVerticalConnectors","Sim","sim/nao","Medido","Conta execucoes em que o passeio vertical escavou celulas alinhadas entre pavimentos.","Parametro atendido apenas se o proprio caminhante puder subir/descer e produzir alinhamentos entre pavimentos.","Possivel apenas na extensao multiandar em que o proprio caminhante faz passos verticais."
11,2010,"FEFF574D","Booleano","SupportsMultiFloor","Sim","sim/nao","Medido","Conta execucoes com mais de um pavimento e pelo menos uma conexao vertical inferida do proprio passeio.","Parametro atendido quando existe conexao vertical inferida do passeio multiandar.","Drunkard Walk 2D puro nao e multiandar; o passeio 3D continua puro, mas deve ser relatado como extensao volumetrica."
11,2010,"FEFF574D","Booleano","SupportsBossArena","Sim","sim/nao","Medido","Parametro medido sobre a saida do Drunkard Walk puro.","Existe ao menos uma sala grande o suficiente.","Areas grandes podem surgir por stamps ou sobreposicao de passos, mas nao sao arenas semanticamente planejadas."
11,2010,"FEFF574D","Booleano","SeedReproducible","Sim","sim/nao","Medido","Parametro medido sobre a saida do Drunkard Walk puro.","A seed reproduziu a mesma topologia.","Resultado reproduzivel quando o passeio usa a mesma seed."
11,2010,"FEFF574D","Booleano","RuntimeRegeneration","Sim","sim/nao","Medido","Parametro medido sobre a saida do Drunkard Walk puro.","Tempo registrado: 50.34 ms.","Custo cresce com tamanho do grid, quantidade de passos, caminhantes e raio de escavacao."
11,2010,"FEFF574D","Booleano","BudgetAwareSpawns","Sim","sim/nao","Suportado","Parametro medido sobre a saida do Drunkard Walk puro.","Orcamentos registrados: inimigos 10, loot 6, armadilhas 4.","Orcamento e aplicado apos a geracao, sobre celulas livres extraidas."
11,2010,"FEFF574D","Qualitativo","Replayability","5/5","Likert 1-5","Estimado automaticamente","Parametro medido sobre a saida do Drunkard Walk puro.","Diversidade topologica: 100%.","Alta variacao de percurso entre seeds e esperada."
11,2010,"FEFF574D","Qualitativo","Debuggability","5/5","Likert 1-5","Estimado automaticamente","Parametro medido sobre a saida do Drunkard Walk puro.","Drunkard Walk e reproduzivel e simples de depurar, pois o caminho do caminhante explica diretamente a area escavada.","O caminho do caminhante e facil de repetir e inspecionar, mas metricas ajudam a quantificar sinuosidade e loops."
11,2010,"FEFF574D","Qualitativo","Flow","5/5","Likert 1-5","Estimado automaticamente","Parametro medido sobre a saida do Drunkard Walk puro.","Indica fluidez de navegacao esperada.","Fluxo tende a ser continuo, mas pode ficar sinuoso demais ou pouco ramificado."
11,2010,"FEFF574D","Qualitativo","Legibility","5/5","Likert 1-5","Estimado automaticamente","Parametro medido sobre a saida do Drunkard Walk puro.","A legibilidade depende do equilibrio entre corredor escavado, areas abertas e excesso de sinuosidade.","Corredores escavados podem ser claros, mas excesso de curvas reduz orientacao."
11,2010,"FEFF574D","Qualitativo","StructuralVariety","2/5","Likert 1-5","Estimado automaticamente","Parametro medido sobre a saida do Drunkard Walk puro.","Indica variedade estrutural dentro desta execucao.","Boa variedade de trajetos; menor controle sobre categorias semanticas de sala."
11,2010,"FEFF574D","Performance","layoutGenerationMilliseconds","10.174","ms","Medido","Tempo para executar caminhantes, escavar celulas e extrair componentes.","Representa o custo algoritmico principal.","Inclui passeio aleatorio, escavacao e extracao de componentes."
11,2010,"FEFF574D","Performance","geometryInstantiationMilliseconds","38.922","ms","Medido","Parametro medido sobre a saida do Drunkard Walk puro.","A execucao incluiu custo visual.","Custo visual depende dos prefabs/Unity, nao do Drunkard Walk puro."
11,2010,"FEFF574D","Performance","metricsCalculationMilliseconds","1.243","ms","Medido","Parametro medido sobre a saida do Drunkard Walk puro.","Ajuda a quantificar custo da instrumentacao.","Custo da instrumentacao, nao do algoritmo."
11,2010,"FEFF574D","Performance","totalGenerationMilliseconds","50.34","ms","Medido","Parametro medido sobre a saida do Drunkard Walk puro.","Inclui layout, instanciacao visual habilitada e calculo de metricas.","Inclui layout, instanciacao visual e metricas; compare junto do tempo logico."
11,2010,"FEFF574D","Performance","generatedGameObjectCount","3261","contagem","Medido","Parametro medido sobre a saida do Drunkard Walk puro.","Indica peso potencial de instanciacao no Unity.","Reflete peso da montagem visual das celulas abertas."
11,2010,"FEFF574D","Performance","occupiedCellCount","2460","contagem","Medido","Parametro medido sobre a saida do Drunkard Walk puro.","Proxy de escala espacial da dungeon.","Proxy do volume escavado pelo Drunkard Walk."
11,2010,"FEFF574D","Performance","connectionCount","2","contagem","Medido","Quantidade de conexoes inferidas por gargalos/passagens ou passos verticais.","Proxy de complexidade topologica.","Conexoes sao inferidas apos a geracao; o algoritmo nativo e um passeio, nao um grafo explicito."
11,2010,"FEFF574D","Performance","managedMemoryDeltaKB","7576","KB","Estimado","Parametro medido sobre a saida do Drunkard Walk puro.","Valor aproximado, sensivel a GC e ao estado do Editor.","Estimativa sujeita ao GC da Unity; use como indicio comparativo."
12,2011,"A721EC9C","Quantitativo","numRoomsTarget","5","contagem","Medido","Extracao de componentes abertos e densos apos a escavacao dos caminhantes.","Tamanho estrutural da dungeon nesta execucao.","Drunkard Walk nao cria salas planejadas; regioes amplas aparecem quando o passeio se auto-intersecta ou recebe stamps locais."
12,2011,"A721EC9C","Quantitativo","connectivityRatio","60%","%","Medido","Busca no grafo extraido de componentes escavados; nenhuma conexao artificial e criada.","Mostra se as regioes escavadas permaneceram conectadas sem flood-fill reparador, BSP, grafo-guia ou abertura posterior de tuneis.","Com caminhantes reiniciando apenas em celulas ja escavadas, a tendencia e conectividade alta; se falhar, e limitacao da extracao ou da variante multiandar."
12,2011,"A721EC9C","Quantitativo","verticalVariance","1.6","metros","Medido","Desvio padrao das alturas dos componentes extraidos do volume escavado.","Ha variacao vertical mensuravel entre salas.","Verticalidade so aparece quando a opcao multiandar permite passos verticais do proprio caminhante."
12,2011,"A721EC9C","Quantitativo","fillPercentage","30.05%","%","Medido","Celulas escavadas pelos caminhantes divididas pelo total do volume.","Indica densidade espacial da dungeon.","Densidade e controlada por meta de preenchimento, passos maximos, raio do pincel e stamps de sala."
12,2011,"A721EC9C","Quantitativo","branchFactor","0.8","media","Medido","Media de conexoes entre componentes extraidos por passagens estreitas geradas pelo passeio.","Layout mais linear, com poucas bifurcacoes.","Ramificacao emerge de reinicios em celulas ja escavadas e mudancas de direcao, nao de um grafo explicito."
12,2011,"A721EC9C","Quantitativo","avgPathLength","39.882","metros","Medido","Distancias no grafo extraido do resultado do passeio aleatorio.","Distancia media a partir da sala inicial.","Caminhos sao medidos depois da extracao; o passeio nao escolhe objetivo final semanticamente."
12,2011,"A721EC9C","Quantitativo","uniqueModules","21","contagem","Medido","Contagem de categorias logicas e prefabs usados na leitura/instanciacao do resultado.","Indica variedade basica de composicao.","O algoritmo varia forma do caminho; variedade modular depende da biblioteca e da camada de instanciacao."
12,2011,"A721EC9C","Quantitativo","navigableVolumeRatio","100%","%","Estimado sem NavMesh","Estimativa logica de celulas abertas antes de NavMesh.","Use como estimativa inicial, nao como validacao fisica final.","Proxy logico; deve ser confirmado com NavMesh/colisao em uma validacao fisica."
12,2011,"A721EC9C","Quantitativo","criticalPathLength","60.143","metros","Medido","Maior distancia no grafo extraido a partir do componente inicial.","Aproxima o percurso principal inicio-objetivo.","Pode gerar caminho longo por caminhada sinuosa, mas nao controla pacing ou progressao de missao sozinho."
12,2011,"A721EC9C","Quantitativo","avgAlternativePathLength","0","metros","Medido","Media de conexoes marcadas como ciclos emergentes entre componentes.","Nao houve caminho alternativo nesta execucao.","Loops podem emergir por auto-interseccao do passeio, mas nao sao garantidos por planejamento global."
12,2011,"A721EC9C","Booleano","SupportsRandomEnemySpawns","Sim, testado","sim/nao","Suportado","Parametro medido sobre a saida do Drunkard Walk puro.","Sistema configurado e com orcamento ativo.","Spawns usam regioes escavadas; balanceamento nao e propriedade nativa do Drunkard Walk."
12,2011,"A721EC9C","Booleano","SupportsLootDistribution","Sim, testado","sim/nao","Suportado","Parametro medido sobre a saida do Drunkard Walk puro.","Sistema configurado e com orcamento ativo.","Loot pode ser colocado nas regioes escavadas, mas progressao por risco depende de outra camada."
12,2011,"A721EC9C","Booleano","SupportsTraps","Sim, testado","sim/nao","Suportado","Parametro medido sobre a saida do Drunkard Walk puro.","Sistema configurado e com orcamento ativo.","Armadilhas podem usar celulas escavadas/gargalos, mas sem semantica global nativa."
12,2011,"A721EC9C","Booleano","SupportsBacktrackingLoops","Nao","sim/nao","Medido","Parametro medido sobre a saida do Drunkard Walk puro.","Parametro atendido somente quando as conexoes emergentes formam ciclos no grafo extraido.","Loops podem aparecer por auto-interseccao, mas nao ha garantia de ciclo jogavel em toda seed."
