runIndex,seed,topologyHash,category,parameterName,value,unit,status,collectionMethod,interpretation,bspApplicability
8,2007,"5E1594CF","Booleano","SupportsBossArena","Sim","sim/nao","Medido","Procura sala com area minima configurada para arena.","Existe ao menos uma sala grande o suficiente.","Aumente Max Room Size ou reduza Boss Arena Min Area Cells para testar arenas."
8,2007,"5E1594CF","Booleano","SeedReproducible","Sim","sim/nao","Medido","Gera a mesma seed duas vezes e compara o hash topologico.","A seed reproduziu a mesma topologia.","BSP deterministico deve passar neste teste."
8,2007,"5E1594CF","Booleano","RuntimeRegeneration","Sim","sim/nao","Medido","Compara tempo de geracao com o limite configurado.","Tempo registrado: 44.352 ms.","Mede o layout logico; instanciacao visual pode exigir teste de performance separado."
8,2007,"5E1594CF","Booleano","BudgetAwareSpawns","Sim","sim/nao","Suportado","Compara os orcamentos configurados com a capacidade logica de celulas das salas.","Orcamentos registrados: inimigos 10, loot 6, armadilhas 4.","O sistema tenta respeitar limites de spawn definidos pelo designer."
8,2007,"5E1594CF","Qualitativo","Replayability","5/5","Likert 1-5","Estimado automaticamente","Usa diversidade de hashes topologicos entre execucoes.","Diversidade topologica: 100%.","BSP costuma variar bem com seeds diferentes, mas pode repetir padroes retangulares."
8,2007,"5E1594CF","Qualitativo","Debuggability","5/5","Likert 1-5","Estimado automaticamente","Heuristica baseada na previsibilidade e rastreabilidade do algoritmo.","BSP e altamente depuravel por usar arvore de particoes.","Ponto forte do BSP."
8,2007,"5E1594CF","Qualitativo","Flow","5/5","Likert 1-5","Estimado automaticamente","Heuristica baseada em conectividade, caminho critico e ramificacao.","Indica fluidez de navegacao esperada.","BSP tende a ter fluxo claro quando todos os corredores abrem passagem."
8,2007,"5E1594CF","Qualitativo","Legibility","5/5","Likert 1-5","Estimado automaticamente","Heuristica baseada em densidade e ramificacao.","Indica se o layout tende a ser compreensivel.","Salas retangulares e corredores ortogonais favorecem legibilidade."
8,2007,"5E1594CF","Qualitativo","StructuralVariety","5/5","Likert 1-5","Estimado automaticamente","Heuristica baseada em salas, modulos e loops.","Indica variedade estrutural dentro desta execucao.","BSP tem variedade macroestrutural boa, mas a variedade visual depende muito dos prefabs KayKit configurados."
8,2007,"5E1594CF","Performance","layoutGenerationMilliseconds","0.638","ms","Medido","Tempo para gerar BSP, salas, corredores, loops e conectores verticais.","Representa o custo algoritmico principal.","BSP tende a ser rapido porque trabalha com particoes retangulares e grafo simples."
8,2007,"5E1594CF","Performance","geometryInstantiationMilliseconds","43.538","ms","Medido","Tempo gasto instanciando prefabs/objetos visuais quando a medicao visual esta ativa.","A execucao incluiu custo visual.","Deve ser comparado separadamente, pois depende dos assets e nao apenas do BSP."
8,2007,"5E1594CF","Performance","metricsCalculationMilliseconds","0.175","ms","Medido","Tempo para calcular metricas e montar resultados.","Ajuda a quantificar custo da instrumentacao.","Nao e custo do algoritmo em si."
8,2007,"5E1594CF","Performance","totalGenerationMilliseconds","44.352","ms","Medido","Tempo total medido para a execucao.","Inclui layout, instanciacao visual habilitada e calculo de metricas.","Use junto com layoutGenerationMilliseconds para separar algoritmo e runtime Unity."
8,2007,"5E1594CF","Performance","generatedGameObjectCount","5050","contagem","Medido","Quantidade de GameObjects criados pelo gerador.","Indica peso potencial de instanciacao no Unity.","Pode crescer bastante em algoritmos que geram muitos modulos pequenos."
8,2007,"5E1594CF","Performance","occupiedCellCount","3451","contagem","Medido","Quantidade de celulas ocupadas no grid logico.","Proxy de escala espacial da dungeon.","Permite comparar custo por celula entre algoritmos."
8,2007,"5E1594CF","Performance","connectionCount","51","contagem","Medido","Quantidade de conexoes no grafo logico.","Proxy de complexidade topologica.","BSP tende a manter esse valor previsivel."
8,2007,"5E1594CF","Performance","managedMemoryDeltaKB","1488","KB","Estimado","Diferenca de memoria gerenciada antes/depois da geracao.","Valor aproximado, sensivel a GC e ao estado do Editor.","Use como indicio comparativo, nao como medicao absoluta de memoria."
9,2008,"5A099FEE","Quantitativo","numRoomsTarget","46","contagem","Medido","Contagem de salas no layout logico gerado.","Tamanho estrutural da dungeon nesta execucao.","BSP controla salas por particoes e pelo limite Max Rooms."
9,2008,"5A099FEE","Quantitativo","connectivityRatio","100%","%","Medido","Busca no grafo a partir da sala inicial.","Todas as salas ficaram conectadas.","BSP deve gerar conectividade alta porque conecta particoes durante a recursao."
9,2008,"5A099FEE","Quantitativo","verticalVariance","1.998","metros","Medido","Calcula o desvio padrao das alturas dos pavimentos das salas.","Ha variacao vertical mensuravel entre salas.","BSP puro suporta verticalidade ao particionar multiplos pavimentos e conectar salas por escadas."
9,2008,"5A099FEE","Quantitativo","fillPercentage","43.86%","%","Medido","Celulas ocupadas divididas pelo total do grid.","Indica densidade espacial da dungeon.","Bom para comparar controle de densidade entre algoritmos."
9,2008,"5A099FEE","Quantitativo","branchFactor","2.13","media","Medido","Media de conexoes por sala no grafo.","Ramificacao moderada, geralmente boa para exploracao.","Loops extras aumentam este valor e reduzem linearidade."
9,2008,"5A099FEE","Quantitativo","avgPathLength","128.978","metros","Medido","Dijkstra simples sobre o grafo logico de salas.","Distancia media a partir da sala inicial.","Aproximacao logica; NavMesh pode refinar a distancia fisica."
9,2008,"5A099FEE","Quantitativo","uniqueModules","27","contagem","Medido","Contagem de modulos logicos e prefabs efetivamente usados.","Indica variedade basica de composicao.","A variedade aumenta com loops, conectores verticais e prefabs KayKit configurados."
9,2008,"5A099FEE","Quantitativo","navigableVolumeRatio","100%","%","Estimado sem NavMesh","Proporcao de celulas logicas ocupadas consideradas navegaveis antes de colisao/obstaculos.","Use como estimativa inicial, nao como validacao fisica final.","Para a dissertacao final, pode ser refinado com NavMeshSurface."
9,2008,"5A099FEE","Quantitativo","criticalPathLength","312","metros","Medido","Maior distancia encontrada a partir da sala inicial no grafo.","Aproxima o percurso principal inicio-objetivo.","Funciona bem em BSP porque o grafo de salas e explicito."
9,2008,"5A099FEE","Quantitativo","avgAlternativePathLength","30","metros","Medido","Media das conexoes extras marcadas como loops.","Ha caminhos alternativos mensuraveis.","Depende de Extra Loop Connections e Max Extra Loop Distance."
9,2008,"5A099FEE","Booleano","SupportsRandomEnemySpawns","Sim, testado","sim/nao","Suportado","Verifica se ha sistema de spawn por orcamento e lista de prefabs.","Sistema configurado e com orcamento ativo.","BSP permite spawns aleatorios dentro das salas."
9,2008,"5A099FEE","Booleano","SupportsLootDistribution","Sim, testado","sim/nao","Suportado","Verifica se ha sistema de loot por orcamento e lista de prefabs.","Sistema configurado e com orcamento ativo.","BSP permite distribuir recompensas por salas/celulas."
9,2008,"5A099FEE","Booleano","SupportsTraps","Sim, testado","sim/nao","Suportado","Verifica se ha sistema de armadilhas por orcamento e lista de prefabs.","Sistema configurado e com orcamento ativo.","BSP permite marcar armadilhas em salas ou corredores."
9,2008,"5A099FEE","Booleano","SupportsBacktrackingLoops","Sim","sim/nao","Medido","Detecta ciclos pelo numero de arestas em relacao ao numero de salas.","A dungeon possui loop para retorno/caminho alternativo.","Ative/aumente Extra Loop Connections para favorecer loops."
9,2008,"5A099FEE","Booleano","SupportsVerticalConnectors","Sim","sim/nao","Medido","Detecta conexoes verticais no grafo BSP entre salas de pavimentos adjacentes.","A execucao gerou 1 conector(es) vertical(is).","Implementado com BSP puro, sem misturar outro algoritmo."
9,2008,"5A099FEE","Booleano","SupportsMultiFloor","Sim","sim/nao","Medido","Verifica salas em diferentes floorIndex conectadas por conexoes verticais.","A execucao gerou 2 pavimento(s) com conexao vertical.","Implementado como variante BSP multiandar."
9,2008,"5A099FEE","Booleano","SupportsBossArena","Sim","sim/nao","Medido","Procura sala com area minima configurada para arena.","Existe ao menos uma sala grande o suficiente.","Aumente Max Room Size ou reduza Boss Arena Min Area Cells para testar arenas."
9,2008,"5A099FEE","Booleano","SeedReproducible","Sim","sim/nao","Medido","Gera a mesma seed duas vezes e compara o hash topologico.","A seed reproduziu a mesma topologia.","BSP deterministico deve passar neste teste."
9,2008,"5A099FEE","Booleano","RuntimeRegeneration","Sim","sim/nao","Medido","Compara tempo de geracao com o limite configurado.","Tempo registrado: 44.46 ms.","Mede o layout logico; instanciacao visual pode exigir teste de performance separado."
9,2008,"5A099FEE","Booleano","BudgetAwareSpawns","Sim","sim/nao","Suportado","Compara os orcamentos configurados com a capacidade logica de celulas das salas.","Orcamentos registrados: inimigos 10, loot 6, armadilhas 4.","O sistema tenta respeitar limites de spawn definidos pelo designer."
9,2008,"5A099FEE","Qualitativo","Replayability","5/5","Likert 1-5","Estimado automaticamente","Usa diversidade de hashes topologicos entre execucoes.","Diversidade topologica: 100%.","BSP costuma variar bem com seeds diferentes, mas pode repetir padroes retangulares."
9,2008,"5A099FEE","Qualitativo","Debuggability","5/5","Likert 1-5","Estimado automaticamente","Heuristica baseada na previsibilidade e rastreabilidade do algoritmo.","BSP e altamente depuravel por usar arvore de particoes.","Ponto forte do BSP."
9,2008,"5A099FEE","Qualitativo","Flow","5/5","Likert 1-5","Estimado automaticamente","Heuristica baseada em conectividade, caminho critico e ramificacao.","Indica fluidez de navegacao esperada.","BSP tende a ter fluxo claro quando todos os corredores abrem passagem."
9,2008,"5A099FEE","Qualitativo","Legibility","5/5","Likert 1-5","Estimado automaticamente","Heuristica baseada em densidade e ramificacao.","Indica se o layout tende a ser compreensivel.","Salas retangulares e corredores ortogonais favorecem legibilidade."
9,2008,"5A099FEE","Qualitativo","StructuralVariety","5/5","Likert 1-5","Estimado automaticamente","Heuristica baseada em salas, modulos e loops.","Indica variedade estrutural dentro desta execucao.","BSP tem variedade macroestrutural boa, mas a variedade visual depende muito dos prefabs KayKit configurados."
9,2008,"5A099FEE","Performance","layoutGenerationMilliseconds","0.592","ms","Medido","Tempo para gerar BSP, salas, corredores, loops e conectores verticais.","Representa o custo algoritmico principal.","BSP tende a ser rapido porque trabalha com particoes retangulares e grafo simples."
9,2008,"5A099FEE","Performance","geometryInstantiationMilliseconds","43.704","ms","Medido","Tempo gasto instanciando prefabs/objetos visuais quando a medicao visual esta ativa.","A execucao incluiu custo visual.","Deve ser comparado separadamente, pois depende dos assets e nao apenas do BSP."
9,2008,"5A099FEE","Performance","metricsCalculationMilliseconds","0.162","ms","Medido","Tempo para calcular metricas e montar resultados.","Ajuda a quantificar custo da instrumentacao.","Nao e custo do algoritmo em si."
9,2008,"5A099FEE","Performance","totalGenerationMilliseconds","44.46","ms","Medido","Tempo total medido para a execucao.","Inclui layout, instanciacao visual habilitada e calculo de metricas.","Use junto com layoutGenerationMilliseconds para separar algoritmo e runtime Unity."
9,2008,"5A099FEE","Performance","generatedGameObjectCount","5308","contagem","Medido","Quantidade de GameObjects criados pelo gerador.","Indica peso potencial de instanciacao no Unity.","Pode crescer bastante em algoritmos que geram muitos modulos pequenos."
9,2008,"5A099FEE","Performance","occupiedCellCount","3593","contagem","Medido","Quantidade de celulas ocupadas no grid logico.","Proxy de escala espacial da dungeon.","Permite comparar custo por celula entre algoritmos."
9,2008,"5A099FEE","Performance","connectionCount","49","contagem","Medido","Quantidade de conexoes no grafo logico.","Proxy de complexidade topologica.","BSP tende a manter esse valor previsivel."
9,2008,"5A099FEE","Performance","managedMemoryDeltaKB","1536","KB","Estimado","Diferenca de memoria gerenciada antes/depois da geracao.","Valor aproximado, sensivel a GC e ao estado do Editor.","Use como indicio comparativo, nao como medicao absoluta de memoria."
10,2009,"CC79E927","Quantitativo","numRoomsTarget","45","contagem","Medido","Contagem de salas no layout logico gerado.","Tamanho estrutural da dungeon nesta execucao.","BSP controla salas por particoes e pelo limite Max Rooms."
10,2009,"CC79E927","Quantitativo","connectivityRatio","100%","%","Medido","Busca no grafo a partir da sala inicial.","Todas as salas ficaram conectadas.","BSP deve gerar conectividade alta porque conecta particoes durante a recursao."
10,2009,"CC79E927","Quantitativo","verticalVariance","1.996","metros","Medido","Calcula o desvio padrao das alturas dos pavimentos das salas.","Ha variacao vertical mensuravel entre salas.","BSP puro suporta verticalidade ao particionar multiplos pavimentos e conectar salas por escadas."
10,2009,"CC79E927","Quantitativo","fillPercentage","43.52%","%","Medido","Celulas ocupadas divididas pelo total do grid.","Indica densidade espacial da dungeon.","Bom para comparar controle de densidade entre algoritmos."
10,2009,"CC79E927","Quantitativo","branchFactor","2.133","media","Medido","Media de conexoes por sala no grafo.","Ramificacao moderada, geralmente boa para exploracao.","Loops extras aumentam este valor e reduzem linearidade."
10,2009,"CC79E927","Quantitativo","avgPathLength","161.864","metros","Medido","Dijkstra simples sobre o grafo logico de salas.","Distancia media a partir da sala inicial.","Aproximacao logica; NavMesh pode refinar a distancia fisica."
10,2009,"CC79E927","Quantitativo","uniqueModules","27","contagem","Medido","Contagem de modulos logicos e prefabs efetivamente usados.","Indica variedade basica de composicao.","A variedade aumenta com loops, conectores verticais e prefabs KayKit configurados."
10,2009,"CC79E927","Quantitativo","navigableVolumeRatio","100%","%","Estimado sem NavMesh","Proporcao de celulas logicas ocupadas consideradas navegaveis antes de colisao/obstaculos.","Use como estimativa inicial, nao como validacao fisica final.","Para a dissertacao final, pode ser refinado com NavMeshSurface."
10,2009,"CC79E927","Quantitativo","criticalPathLength","332","metros","Medido","Maior distancia encontrada a partir da sala inicial no grafo.","Aproxima o percurso principal inicio-objetivo.","Funciona bem em BSP porque o grafo de salas e explicito."
10,2009,"CC79E927","Quantitativo","avgAlternativePathLength","25.5","metros","Medido","Media das conexoes extras marcadas como loops.","Ha caminhos alternativos mensuraveis.","Depende de Extra Loop Connections e Max Extra Loop Distance."
10,2009,"CC79E927","Booleano","SupportsRandomEnemySpawns","Sim, testado","sim/nao","Suportado","Verifica se ha sistema de spawn por orcamento e lista de prefabs.","Sistema configurado e com orcamento ativo.","BSP permite spawns aleatorios dentro das salas."
10,2009,"CC79E927","Booleano","SupportsLootDistribution","Sim, testado","sim/nao","Suportado","Verifica se ha sistema de loot por orcamento e lista de prefabs.","Sistema configurado e com orcamento ativo.","BSP permite distribuir recompensas por salas/celulas."
10,2009,"CC79E927","Booleano","SupportsTraps","Sim, testado","sim/nao","Suportado","Verifica se ha sistema de armadilhas por orcamento e lista de prefabs.","Sistema configurado e com orcamento ativo.","BSP permite marcar armadilhas em salas ou corredores."
10,2009,"CC79E927","Booleano","SupportsBacktrackingLoops","Sim","sim/nao","Medido","Detecta ciclos pelo numero de arestas em relacao ao numero de salas.","A dungeon possui loop para retorno/caminho alternativo.","Ative/aumente Extra Loop Connections para favorecer loops."
10,2009,"CC79E927","Booleano","SupportsVerticalConnectors","Sim","sim/nao","Medido","Detecta conexoes verticais no grafo BSP entre salas de pavimentos adjacentes.","A execucao gerou 1 conector(es) vertical(is).","Implementado com BSP puro, sem misturar outro algoritmo."
10,2009,"CC79E927","Booleano","SupportsMultiFloor","Sim","sim/nao","Medido","Verifica salas em diferentes floorIndex conectadas por conexoes verticais.","A execucao gerou 2 pavimento(s) com conexao vertical.","Implementado como variante BSP multiandar."
10,2009,"CC79E927","Booleano","SupportsBossArena","Sim","sim/nao","Medido","Procura sala com area minima configurada para arena.","Existe ao menos uma sala grande o suficiente.","Aumente Max Room Size ou reduza Boss Arena Min Area Cells para testar arenas."
10,2009,"CC79E927","Booleano","SeedReproducible","Sim","sim/nao","Medido","Gera a mesma seed duas vezes e compara o hash topologico.","A seed reproduziu a mesma topologia.","BSP deterministico deve passar neste teste."
10,2009,"CC79E927","Booleano","RuntimeRegeneration","Sim","sim/nao","Medido","Compara tempo de geracao com o limite configurado.","Tempo registrado: 45.106 ms.","Mede o layout logico; instanciacao visual pode exigir teste de performance separado."
10,2009,"CC79E927","Booleano","BudgetAwareSpawns","Sim","sim/nao","Suportado","Compara os orcamentos configurados com a capacidade logica de celulas das salas.","Orcamentos registrados: inimigos 10, loot 6, armadilhas 4.","O sistema tenta respeitar limites de spawn definidos pelo designer."
10,2009,"CC79E927","Qualitativo","Replayability","5/5","Likert 1-5","Estimado automaticamente","Usa diversidade de hashes topologicos entre execucoes.","Diversidade topologica: 100%.","BSP costuma variar bem com seeds diferentes, mas pode repetir padroes retangulares."
10,2009,"CC79E927","Qualitativo","Debuggability","5/5","Likert 1-5","Estimado automaticamente","Heuristica baseada na previsibilidade e rastreabilidade do algoritmo.","BSP e altamente depuravel por usar arvore de particoes.","Ponto forte do BSP."
10,2009,"CC79E927","Qualitativo","Flow","5/5","Likert 1-5","Estimado automaticamente","Heuristica baseada em conectividade, caminho critico e ramificacao.","Indica fluidez de navegacao esperada.","BSP tende a ter fluxo claro quando todos os corredores abrem passagem."
10,2009,"CC79E927","Qualitativo","Legibility","5/5","Likert 1-5","Estimado automaticamente","Heuristica baseada em densidade e ramificacao.","Indica se o layout tende a ser compreensivel.","Salas retangulares e corredores ortogonais favorecem legibilidade."
10,2009,"CC79E927","Qualitativo","StructuralVariety","5/5","Likert 1-5","Estimado automaticamente","Heuristica baseada em salas, modulos e loops.","Indica variedade estrutural dentro desta execucao.","BSP tem variedade macroestrutural boa, mas a variedade visual depende muito dos prefabs KayKit configurados."
10,2009,"CC79E927","Performance","layoutGenerationMilliseconds","0.605","ms","Medido","Tempo para gerar BSP, salas, corredores, loops e conectores verticais.","Representa o custo algoritmico principal.","BSP tende a ser rapido porque trabalha com particoes retangulares e grafo simples."
10,2009,"CC79E927","Performance","geometryInstantiationMilliseconds","44.334","ms","Medido","Tempo gasto instanciando prefabs/objetos visuais quando a medicao visual esta ativa.","A execucao incluiu custo visual.","Deve ser comparado separadamente, pois depende dos assets e nao apenas do BSP."
10,2009,"CC79E927","Performance","metricsCalculationMilliseconds","0.166","ms","Medido","Tempo para calcular metricas e montar resultados.","Ajuda a quantificar custo da instrumentacao.","Nao e custo do algoritmo em si."
10,2009,"CC79E927","Performance","totalGenerationMilliseconds","45.106","ms","Medido","Tempo total medido para a execucao.","Inclui layout, instanciacao visual habilitada e calculo de metricas.","Use junto com layoutGenerationMilliseconds para separar algoritmo e runtime Unity."
10,2009,"CC79E927","Performance","generatedGameObjectCount","5145","contagem","Medido","Quantidade de GameObjects criados pelo gerador.","Indica peso potencial de instanciacao no Unity.","Pode crescer bastante em algoritmos que geram muitos modulos pequenos."
10,2009,"CC79E927","Performance","occupiedCellCount","3565","contagem","Medido","Quantidade de celulas ocupadas no grid logico.","Proxy de escala espacial da dungeon.","Permite comparar custo por celula entre algoritmos."
10,2009,"CC79E927","Performance","connectionCount","48","contagem","Medido","Quantidade de conexoes no grafo logico.","Proxy de complexidade topologica.","BSP tende a manter esse valor previsivel."
10,2009,"CC79E927","Performance","managedMemoryDeltaKB","1488","KB","Estimado","Diferenca de memoria gerenciada antes/depois da geracao.","Valor aproximado, sensivel a GC e ao estado do Editor.","Use como indicio comparativo, nao como medicao absoluta de memoria."
11,2010,"D808F03F","Quantitativo","numRoomsTarget","48","contagem","Medido","Contagem de salas no layout logico gerado.","Tamanho estrutural da dungeon nesta execucao.","BSP controla salas por particoes e pelo limite Max Rooms."
11,2010,"D808F03F","Quantitativo","connectivityRatio","100%","%","Medido","Busca no grafo a partir da sala inicial.","Todas as salas ficaram conectadas.","BSP deve gerar conectividade alta porque conecta particoes durante a recursao."
11,2010,"D808F03F","Quantitativo","verticalVariance","2","metros","Medido","Calcula o desvio padrao das alturas dos pavimentos das salas.","Ha variacao vertical mensuravel entre salas.","BSP puro suporta verticalidade ao particionar multiplos pavimentos e conectar salas por escadas."
11,2010,"D808F03F","Quantitativo","fillPercentage","46.33%","%","Medido","Celulas ocupadas divididas pelo total do grid.","Indica densidade espacial da dungeon.","Bom para comparar controle de densidade entre algoritmos."
11,2010,"D808F03F","Quantitativo","branchFactor","2.125","media","Medido","Media de conexoes por sala no grafo.","Ramificacao moderada, geralmente boa para exploracao.","Loops extras aumentam este valor e reduzem linearidade."
11,2010,"D808F03F","Quantitativo","avgPathLength","200.255","metros","Medido","Dijkstra simples sobre o grafo logico de salas.","Distancia media a partir da sala inicial.","Aproximacao logica; NavMesh pode refinar a distancia fisica."
11,2010,"D808F03F","Quantitativo","uniqueModules","27","contagem","Medido","Contagem de modulos logicos e prefabs efetivamente usados.","Indica variedade basica de composicao.","A variedade aumenta com loops, conectores verticais e prefabs KayKit configurados."
11,2010,"D808F03F","Quantitativo","navigableVolumeRatio","100%","%","Estimado sem NavMesh","Proporcao de celulas logicas ocupadas consideradas navegaveis antes de colisao/obstaculos.","Use como estimativa inicial, nao como validacao fisica final.","Para a dissertacao final, pode ser refinado com NavMeshSurface."
11,2010,"D808F03F","Quantitativo","criticalPathLength","340","metros","Medido","Maior distancia encontrada a partir da sala inicial no grafo.","Aproxima o percurso principal inicio-objetivo.","Funciona bem em BSP porque o grafo de salas e explicito."
11,2010,"D808F03F","Quantitativo","avgAlternativePathLength","23.5","metros","Medido","Media das conexoes extras marcadas como loops.","Ha caminhos alternativos mensuraveis.","Depende de Extra Loop Connections e Max Extra Loop Distance."
11,2010,"D808F03F","Booleano","SupportsRandomEnemySpawns","Sim, testado","sim/nao","Suportado","Verifica se ha sistema de spawn por orcamento e lista de prefabs.","Sistema configurado e com orcamento ativo.","BSP permite spawns aleatorios dentro das salas."
11,2010,"D808F03F","Booleano","SupportsLootDistribution","Sim, testado","sim/nao","Suportado","Verifica se ha sistema de loot por orcamento e lista de prefabs.","Sistema configurado e com orcamento ativo.","BSP permite distribuir recompensas por salas/celulas."
11,2010,"D808F03F","Booleano","SupportsTraps","Sim, testado","sim/nao","Suportado","Verifica se ha sistema de armadilhas por orcamento e lista de prefabs.","Sistema configurado e com orcamento ativo.","BSP permite marcar armadilhas em salas ou corredores."
11,2010,"D808F03F","Booleano","SupportsBacktrackingLoops","Sim","sim/nao","Medido","Detecta ciclos pelo numero de arestas em relacao ao numero de salas.","A dungeon possui loop para retorno/caminho alternativo.","Ative/aumente Extra Loop Connections para favorecer loops."
11,2010,"D808F03F","Booleano","SupportsVerticalConnectors","Sim","sim/nao","Medido","Detecta conexoes verticais no grafo BSP entre salas de pavimentos adjacentes.","A execucao gerou 1 conector(es) vertical(is).","Implementado com BSP puro, sem misturar outro algoritmo."
11,2010,"D808F03F","Booleano","SupportsMultiFloor","Sim","sim/nao","Medido","Verifica salas em diferentes floorIndex conectadas por conexoes verticais.","A execucao gerou 2 pavimento(s) com conexao vertical.","Implementado como variante BSP multiandar."
11,2010,"D808F03F","Booleano","SupportsBossArena","Sim","sim/nao","Medido","Procura sala com area minima configurada para arena.","Existe ao menos uma sala grande o suficiente.","Aumente Max Room Size ou reduza Boss Arena Min Area Cells para testar arenas."
11,2010,"D808F03F","Booleano","SeedReproducible","Sim","sim/nao","Medido","Gera a mesma seed duas vezes e compara o hash topologico.","A seed reproduziu a mesma topologia.","BSP deterministico deve passar neste teste."
11,2010,"D808F03F","Booleano","RuntimeRegeneration","Sim","sim/nao","Medido","Compara tempo de geracao com o limite configurado.","Tempo registrado: 47.225 ms.","Mede o layout logico; instanciacao visual pode exigir teste de performance separado."
11,2010,"D808F03F","Booleano","BudgetAwareSpawns","Sim","sim/nao","Suportado","Compara os orcamentos configurados com a capacidade logica de celulas das salas.","Orcamentos registrados: inimigos 10, loot 6, armadilhas 4.","O sistema tenta respeitar limites de spawn definidos pelo designer."
11,2010,"D808F03F","Qualitativo","Replayability","5/5","Likert 1-5","Estimado automaticamente","Usa diversidade de hashes topologicos entre execucoes.","Diversidade topologica: 100%.","BSP costuma variar bem com seeds diferentes, mas pode repetir padroes retangulares."
11,2010,"D808F03F","Qualitativo","Debuggability","5/5","Likert 1-5","Estimado automaticamente","Heuristica baseada na previsibilidade e rastreabilidade do algoritmo.","BSP e altamente depuravel por usar arvore de particoes.","Ponto forte do BSP."
11,2010,"D808F03F","Qualitativo","Flow","5/5","Likert 1-5","Estimado automaticamente","Heuristica baseada em conectividade, caminho critico e ramificacao.","Indica fluidez de navegacao esperada.","BSP tende a ter fluxo claro quando todos os corredores abrem passagem."
11,2010,"D808F03F","Qualitativo","Legibility","4/5","Likert 1-5","Estimado automaticamente","Heuristica baseada em densidade e ramificacao.","Indica se o layout tende a ser compreensivel.","Salas retangulares e corredores ortogonais favorecem legibilidade."
11,2010,"D808F03F","Qualitativo","StructuralVariety","5/5","Likert 1-5","Estimado automaticamente","Heuristica baseada em salas, modulos e loops.","Indica variedade estrutural dentro desta execucao.","BSP tem variedade macroestrutural boa, mas a variedade visual depende muito dos prefabs KayKit configurados."
11,2010,"D808F03F","Performance","layoutGenerationMilliseconds","0.639","ms","Medido","Tempo para gerar BSP, salas, corredores, loops e conectores verticais.","Representa o custo algoritmico principal.","BSP tende a ser rapido porque trabalha com particoes retangulares e grafo simples."
11,2010,"D808F03F","Performance","geometryInstantiationMilliseconds","46.405","ms","Medido","Tempo gasto instanciando prefabs/objetos visuais quando a medicao visual esta ativa.","A execucao incluiu custo visual.","Deve ser comparado separadamente, pois depende dos assets e nao apenas do BSP."
11,2010,"D808F03F","Performance","metricsCalculationMilliseconds","0.179","ms","Medido","Tempo para calcular metricas e montar resultados.","Ajuda a quantificar custo da instrumentacao.","Nao e custo do algoritmo em si."
11,2010,"D808F03F","Performance","totalGenerationMilliseconds","47.225","ms","Medido","Tempo total medido para a execucao.","Inclui layout, instanciacao visual habilitada e calculo de metricas.","Use junto com layoutGenerationMilliseconds para separar algoritmo e runtime Unity."
11,2010,"D808F03F","Performance","generatedGameObjectCount","5528","contagem","Medido","Quantidade de GameObjects criados pelo gerador.","Indica peso potencial de instanciacao no Unity.","Pode crescer bastante em algoritmos que geram muitos modulos pequenos."
11,2010,"D808F03F","Performance","occupiedCellCount","3795","contagem","Medido","Quantidade de celulas ocupadas no grid logico.","Proxy de escala espacial da dungeon.","Permite comparar custo por celula entre algoritmos."
11,2010,"D808F03F","Performance","connectionCount","51","contagem","Medido","Quantidade de conexoes no grafo logico.","Proxy de complexidade topologica.","BSP tende a manter esse valor previsivel."
11,2010,"D808F03F","Performance","managedMemoryDeltaKB","1596","KB","Estimado","Diferenca de memoria gerenciada antes/depois da geracao.","Valor aproximado, sensivel a GC e ao estado do Editor.","Use como indicio comparativo, nao como medicao absoluta de memoria."
12,2011,"F240EEF8","Quantitativo","numRoomsTarget","44","contagem","Medido","Contagem de salas no layout logico gerado.","Tamanho estrutural da dungeon nesta execucao.","BSP controla salas por particoes e pelo limite Max Rooms."
12,2011,"F240EEF8","Quantitativo","connectivityRatio","100%","%","Medido","Busca no grafo a partir da sala inicial.","Todas as salas ficaram conectadas.","BSP deve gerar conectividade alta porque conecta particoes durante a recursao."
12,2011,"F240EEF8","Quantitativo","verticalVariance","2","metros","Medido","Calcula o desvio padrao das alturas dos pavimentos das salas.","Ha variacao vertical mensuravel entre salas.","BSP puro suporta verticalidade ao particionar multiplos pavimentos e conectar salas por escadas."
12,2011,"F240EEF8","Quantitativo","fillPercentage","42.47%","%","Medido","Celulas ocupadas divididas pelo total do grid.","Indica densidade espacial da dungeon.","Bom para comparar controle de densidade entre algoritmos."
12,2011,"F240EEF8","Quantitativo","branchFactor","2.136","media","Medido","Media de conexoes por sala no grafo.","Ramificacao moderada, geralmente boa para exploracao.","Loops extras aumentam este valor e reduzem linearidade."
12,2011,"F240EEF8","Quantitativo","avgPathLength","195.302","metros","Medido","Dijkstra simples sobre o grafo logico de salas.","Distancia media a partir da sala inicial.","Aproximacao logica; NavMesh pode refinar a distancia fisica."
12,2011,"F240EEF8","Quantitativo","uniqueModules","26","contagem","Medido","Contagem de modulos logicos e prefabs efetivamente usados.","Indica variedade basica de composicao.","A variedade aumenta com loops, conectores verticais e prefabs KayKit configurados."
12,2011,"F240EEF8","Quantitativo","navigableVolumeRatio","100%","%","Estimado sem NavMesh","Proporcao de celulas logicas ocupadas consideradas navegaveis antes de colisao/obstaculos.","Use como estimativa inicial, nao como validacao fisica final.","Para a dissertacao final, pode ser refinado com NavMeshSurface."
